method,planted_wgds,duprate,simid,dup_cost,solution_cost,solution_nbdups,solution_nblosses,time
fastmultrec_greedy,2,10,59,25,50.0,2.0,0.0,0.294493
lcamap,2,10,59,25,50.0,2.0,0.0,0.047707
segdup,2,11,59,25,75,3,0,76.359755
insider,2,11,59,25,75.0,3.0,0.0,0.099271
fastmultrec_greedy,2,11,59,25,75.0,3.0,0.0,0.358053
lcamap,2,11,59,25,75.0,3.0,0.0,0.058576
segdup,1,7,59,25,2647,88,447,84.803116
insider,1,7,59,25,2313.0,64.0,713.0,7.059740
fastmultrec_greedy,1,7,59,25,2503.0,80.0,503.0,2.100022
lcamap,1,7,59,25,2688.0,91.0,413.0,0.034658
segdup,1,8,59,25,918,35,43,52.648333
insider,1,8,59,25,902.0,34.0,52.0,8.959361
fastmultrec_greedy,1,8,59,25,918.0,35.0,43.0,0.235233
lcamap,1,8,59,25,918.0,35.0,43.0,0.031095
segdup,1,9,59,25,77,3,2,66.250322
insider,1,9,59,25,77.0,3.0,2.0,0.050897
fastmultrec_greedy,1,9,59,25,77.0,3.0,2.0,0.168725
lcamap,1,9,59,25,77.0,3.0,2.0,0.027318
segdup,1,10,59,25,25,1,0,62.627443
insider,1,10,59,25,25.0,1.0,0.0,0.059900
fastmultrec_greedy,1,10,59,25,25.0,1.0,0.0,0.207067
lcamap,1,10,59,25,25.0,1.0,0.0,0.035798
segdup,1,11,59,25,26,1,1,56.563308
insider,1,11,59,25,26.0,1.0,1.0,0.055255
fastmultrec_greedy,1,11,59,25,26.0,1.0,1.0,0.212853
lcamap,1,11,59,25,26.0,1.0,1.0,0.032354
segdup,2,7,60,25,7919,191,3144,295.623315
insider,2,7,60,25,6852.0,128.0,3652.0,3.545850
fastmultrec_greedy,2,7,60,25,7077.0,145.0,3452.0,27.850021
lcamap,2,7,60,25,7925.0,192.0,3125.0,0.070840
segdup,2,8,60,25,1197,44,97,65.559469
insider,2,8,60,25,1133.0,37.0,208.0,25.556346
fastmultrec_greedy,2,8,60,25,1197.0,44.0,97.0,0.205489
lcamap,2,8,60,25,1197.0,44.0,97.0,0.032566
segdup,2,9,60,25,77,3,2,45.289597
insider,2,9,60,25,77.0,3.0,2.0,0.052594
fastmultrec_greedy,2,9,60,25,77.0,3.0,2.0,0.160073
lcamap,2,9,60,25,77.0,3.0,2.0,0.026842
segdup,2,10,60,25,77,3,2,131.997443
insider,2,10,60,25,77.0,3.0,2.0,0.169669
fastmultrec_greedy,2,10,60,25,77.0,3.0,2.0,0.660945
lcamap,2,10,60,25,77.0,3.0,2.0,0.100170
segdup,2,11,60,25,50,2,0,69.998869
insider,2,11,60,25,50.0,2.0,0.0,0.093861
fastmultrec_greedy,2,11,60,25,50.0,2.0,0.0,0.322497
lcamap,2,11,60,25,50.0,2.0,0.0,0.055715
segdup,1,7,60,25,7190,215,1815,140.645552
insider,1,7,60,25,6231.0,155.0,2356.0,26.130654
fastmultrec_greedy,1,7,60,25,6601.0,186.0,1951.0,9.388926
lcamap,1,7,60,25,7197.0,220.0,1697.0,0.051894
segdup,1,8,60,25,1670,62,120,95.831638
insider,1,8,60,25,1537.0,47.0,362.0,83.763519
fastmultrec_greedy,1,8,60,25,1670.0,62.0,120.0,0.297547
lcamap,1,8,60,25,1670.0,62.0,120.0,0.045708
segdup,1,9,60,25,353,13,28,60.103132
insider,1,9,60,25,353.0,13.0,28.0,0.372930
fastmultrec_greedy,1,9,60,25,353.0,13.0,28.0,0.159637
lcamap,1,9,60,25,353.0,13.0,28.0,0.024806
segdup,1,10,60,25,25,1,0,30.531049
insider,1,10,60,25,25.0,1.0,0.0,0.031297
fastmultrec_greedy,1,10,60,25,25.0,1.0,0.0,0.089303
lcamap,1,10,60,25,25.0,1.0,0.0,0.016752
segdup,1,11,60,25,25,1,0,86.828902
insider,1,11,60,25,25.0,1.0,0.0,0.080136
fastmultrec_greedy,1,11,60,25,25.0,1.0,0.0,0.300372
lcamap,1,11,60,25,25.0,1.0,0.0,0.057404
segdup,2,7,61,25,5382,153,1557,267.008967
insider,2,7,61,25,4911.0,124.0,1811.0,6.525698
fastmultrec_greedy,2,7,61,25,5120.0,139.0,1645.0,10.515734
lcamap,2,7,61,25,5382.0,153.0,1557.0,0.099177
segdup,2,8,61,25,3168,106,518,190.828340
insider,2,8,61,25,2918.0,84.0,818.0,25.383036
fastmultrec_greedy,2,8,61,25,3115.0,103.0,540.0,2.988435
lcamap,2,8,61,25,3192.0,108.0,492.0,0.083043
segdup,2,9,61,25,358,14,8,110.264510
insider,2,9,61,25,341.0,13.0,16.0,0.288602
fastmultrec_greedy,2,9,61,25,358.0,14.0,8.0,0.316437
lcamap,2,9,61,25,358.0,14.0,8.0,0.050626
segdup,2,10,61,25,76,3,1,48.579161
insider,2,10,61,25,76.0,3.0,1.0,0.057947
fastmultrec_greedy,2,10,61,25,76.0,3.0,1.0,0.180983
lcamap,2,10,61,25,76.0,3.0,1.0,0.028972
segdup,2,11,61,25,50,2,0,53.335542
insider,2,11,61,25,50.0,2.0,0.0,0.080105
fastmultrec_greedy,2,11,61,25,50.0,2.0,0.0,0.305014
lcamap,2,11,61,25,50.0,2.0,0.0,0.046110
segdup,1,7,61,25,4844,142,1294,121.155023
insider,1,7,61,25,4143.0,102.0,1593.0,12.721795
fastmultrec_greedy,1,7,61,25,4295.0,112.0,1495.0,7.878627
lcamap,1,7,61,25,4844.0,142.0,1294.0,0.037404
segdup,1,8,61,25,608,23,33,96.573168
insider,1,8,61,25,608.0,23.0,33.0,2.605431
fastmultrec_greedy,1,8,61,25,608.0,23.0,33.0,0.258638
lcamap,1,8,61,25,608.0,23.0,33.0,0.038172
segdup,1,9,61,25,229,9,4,89.367211
insider,1,9,61,25,229.0,9.0,4.0,0.107233
fastmultrec_greedy,1,9,61,25,229.0,9.0,4.0,0.297147
lcamap,1,9,61,25,229.0,9.0,4.0,0.054730
segdup,1,10,61,25,25,1,0,76.014958
insider,1,10,61,25,25.0,1.0,0.0,0.072482
fastmultrec_greedy,1,10,61,25,25.0,1.0,0.0,0.277417
lcamap,1,10,61,25,25.0,1.0,0.0,0.045660
segdup,1,11,61,25,25,1,0,68.221376
insider,1,11,61,25,25.0,1.0,0.0,0.070144
fastmultrec_greedy,1,11,61,25,25.0,1.0,0.0,0.251488
lcamap,1,11,61,25,25.0,1.0,0.0,0.042975
segdup,2,7,62,25,8862,248,2662,599.831893
insider,2,7,62,25,7631.0,168.0,3431.0,8.804988
fastmultrec_greedy,2,7,62,25,7959.0,199.0,2984.0,63.519354
lcamap,2,7,62,25,8862.0,248.0,2662.0,0.182783
segdup,2,8,62,25,915,33,90,36.320680
insider,2,8,62,25,902.0,31.0,127.0,0.999220
fastmultrec_greedy,2,8,62,25,915.0,33.0,90.0,0.133521
lcamap,2,8,62,25,915.0,33.0,90.0,0.024397
segdup,2,9,62,25,493,19,18,52.677085
insider,2,9,62,25,493.0,19.0,18.0,0.886941
fastmultrec_greedy,2,9,62,25,493.0,19.0,18.0,0.279741
lcamap,2,9,62,25,493.0,19.0,18.0,0.039678
segdup,2,10,62,25,101,4,1,122.564022
insider,2,10,62,25,101.0,4.0,1.0,0.155670
fastmultrec_greedy,2,10,62,25,101.0,4.0,1.0,0.560826
lcamap,2,10,62,25,101.0,4.0,1.0,0.094161
segdup,2,11,62,25,50,2,0,45.084674
insider,2,11,62,25,50.0,2.0,0.0,0.066455
fastmultrec_greedy,2,11,62,25,50.0,2.0,0.0,0.223211
lcamap,2,11,62,25,50.0,2.0,0.0,0.035541
segdup,1,7,62,25,4884,155,1009,139.146202
insider,1,7,62,25,4242.0,114.0,1392.0,2.823517
fastmultrec_greedy,1,7,62,25,4409.0,127.0,1234.0,8.824953
lcamap,1,7,62,25,4884.0,155.0,1009.0,0.053499
segdup,1,8,62,25,2394,88,194,126.932482
insider,1,8,62,25,2120.0,66.0,470.0,63.578298
fastmultrec_greedy,1,8,62,25,2314.0,83.0,239.0,2.334136
lcamap,1,8,62,25,2394.0,88.0,194.0,0.064689
segdup,1,9,62,25,204,8,4,78.267744
insider,1,9,62,25,204.0,8.0,4.0,0.108358
fastmultrec_greedy,1,9,62,25,204.0,8.0,4.0,0.283608
lcamap,1,9,62,25,204.0,8.0,4.0,0.048313
segdup,1,10,62,25,51,2,1,107.001910
insider,1,10,62,25,51.0,2.0,1.0,0.100010
fastmultrec_greedy,1,10,62,25,51.0,2.0,1.0,0.442793
lcamap,1,10,62,25,51.0,2.0,1.0,0.063531
segdup,1,11,62,25,25,1,0,62.586962
insider,1,11,62,25,25.0,1.0,0.0,0.060180
fastmultrec_greedy,1,11,62,25,25.0,1.0,0.0,0.218887
lcamap,1,11,62,25,25.0,1.0,0.0,0.037439
segdup,2,7,63,25,3842,120,842,310.455230
insider,2,7,63,25,3455.0,92.0,1155.0,2.238912
fastmultrec_greedy,2,7,63,25,3597.0,106.0,947.0,10.063092
lcamap,2,7,63,25,3842.0,120.0,842.0,0.103824
segdup,2,9,63,25,411,16,11,86.090478
insider,2,9,63,25,411.0,16.0,11.0,0.208447
fastmultrec_greedy,2,9,63,25,411.0,16.0,11.0,0.376378
lcamap,2,9,63,25,411.0,16.0,11.0,0.060149
segdup,2,10,63,25,75,3,0,130.011228
insider,2,10,63,25,75.0,3.0,0.0,0.161616
fastmultrec_greedy,2,10,63,25,75.0,3.0,0.0,0.650942
lcamap,2,10,63,25,75.0,3.0,0.0,0.103887
segdup,2,11,63,25,50,2,0,80.683816
insider,2,11,63,25,50.0,2.0,0.0,0.104872
fastmultrec_greedy,2,11,63,25,50.0,2.0,0.0,0.388125
lcamap,2,11,63,25,50.0,2.0,0.0,0.067659
segdup,1,7,63,25,2459,82,409,49.968761
insider,1,7,63,25,2227.0,64.0,627.0,10.256436
fastmultrec_greedy,1,7,63,25,2296.0,72.0,496.0,0.842016
lcamap,1,7,63,25,2459.0,82.0,409.0,0.019048
segdup,1,8,63,25,1884,70,134,94.543875
insider,1,8,63,25,1750.0,60.0,250.0,9.650978
fastmultrec_greedy,1,8,63,25,1823.0,66.0,173.0,1.365369
lcamap,1,8,63,25,1884.0,70.0,134.0,0.052533
segdup,1,9,63,25,463,18,13,65.827333
insider,1,9,63,25,463.0,18.0,13.0,1.957021
fastmultrec_greedy,1,9,63,25,463.0,18.0,13.0,0.156416
lcamap,1,9,63,25,463.0,18.0,13.0,0.029273
segdup,1,10,63,25,25,1,0,56.277611
insider,1,10,63,25,25.0,1.0,0.0,0.054444
fastmultrec_greedy,1,10,63,25,25.0,1.0,0.0,0.196554
lcamap,1,10,63,25,25.0,1.0,0.0,0.034041
segdup,1,11,63,25,25,1,0,73.620888
insider,1,11,63,25,25.0,1.0,0.0,0.073804
fastmultrec_greedy,1,11,63,25,25.0,1.0,0.0,0.301583
lcamap,1,11,63,25,25.0,1.0,0.0,0.047201
segdup,2,7,64,25,3063,101,538,164.488139
insider,2,7,64,25,2777.0,80.0,777.0,3.943975
fastmultrec_greedy,2,7,64,25,2963.0,94.0,613.0,3.901803
lcamap,2,7,64,25,3063.0,101.0,538.0,0.065164
segdup,2,8,64,25,1790,65,165,106.923138
insider,2,8,64,25,1636.0,51.0,361.0,4.741237
fastmultrec_greedy,2,8,64,25,1774.0,64.0,174.0,0.602244
lcamap,2,8,64,25,1790.0,65.0,165.0,0.049162
segdup,2,9,64,25,259,10,9,83.510062
insider,2,9,64,25,259.0,10.0,9.0,0.271514
fastmultrec_greedy,2,9,64,25,259.0,10.0,9.0,0.391879
lcamap,2,9,64,25,259.0,10.0,9.0,0.062386
segdup,2,10,64,25,126,5,1,51.287020
insider,2,10,64,25,126.0,5.0,1.0,0.103227
fastmultrec_greedy,2,10,64,25,126.0,5.0,1.0,0.225619
lcamap,2,10,64,25,126.0,5.0,1.0,0.036900
segdup,2,11,64,25,50,2,0,52.046700
insider,2,11,64,25,50.0,2.0,0.0,0.071347
fastmultrec_greedy,2,11,64,25,50.0,2.0,0.0,0.269721
lcamap,2,11,64,25,50.0,2.0,0.0,0.039364
segdup,1,7,64,25,9564,260,3064,212.912755
insider,1,7,64,25,8257.0,180.0,3757.0,9.571066
fastmultrec_greedy,1,7,64,25,8644.0,209.0,3419.0,22.207656
lcamap,1,7,64,25,9564.0,260.0,3064.0,0.065823
segdup,1,8,64,25,1331,48,131,48.210811
insider,1,8,64,25,1223.0,41.0,198.0,0.756657
fastmultrec_greedy,1,8,64,25,1352.0,49.0,127.0,0.273966
lcamap,1,8,64,25,1374.0,50.0,124.0,0.021338
segdup,1,9,64,25,291,11,16,85.348180
insider,1,9,64,25,272.0,10.0,22.0,0.117860
fastmultrec_greedy,1,9,64,25,291.0,11.0,16.0,0.315059
lcamap,1,9,64,25,291.0,11.0,16.0,0.049690
segdup,1,10,64,25,76,3,1,61.789559
insider,1,10,64,25,76.0,3.0,1.0,0.068376
fastmultrec_greedy,1,10,64,25,76.0,3.0,1.0,0.213864
lcamap,1,10,64,25,76.0,3.0,1.0,0.038415
segdup,1,11,64,25,25,1,0,36.681307
insider,1,11,64,25,25.0,1.0,0.0,0.035551
fastmultrec_greedy,1,11,64,25,25.0,1.0,0.0,0.121990
lcamap,1,11,64,25,25.0,1.0,0.0,0.020719
segdup,2,7,65,25,7707,217,2282,393.395991
insider,2,7,65,25,6768.0,157.0,2843.0,7.860979
fastmultrec_greedy,2,7,65,25,7123.0,186.0,2473.0,24.068393
lcamap,2,7,65,25,7707.0,217.0,2282.0,0.127805
segdup,2,8,65,25,1861,69,136,164.857780
insider,2,8,65,25,1703.0,57.0,278.0,11.559047
fastmultrec_greedy,2,8,65,25,1861.0,69.0,136.0,0.502471
lcamap,2,8,65,25,1861.0,69.0,136.0,0.080426
segdup,2,9,65,25,177,7,2,221.177749
insider,2,9,65,25,177.0,7.0,2.0,0.180154
fastmultrec_greedy,2,9,65,25,177.0,7.0,2.0,0.659006
lcamap,2,9,65,25,177.0,7.0,2.0,0.101557
segdup,2,10,65,25,77,3,2,62.863142
insider,2,10,65,25,77.0,3.0,2.0,0.092272
fastmultrec_greedy,2,10,65,25,77.0,3.0,2.0,0.310907
lcamap,2,10,65,25,77.0,3.0,2.0,0.046193
segdup,2,11,65,25,50,2,0,31.473519
insider,2,11,65,25,50.0,2.0,0.0,0.045592
fastmultrec_greedy,2,11,65,25,50.0,2.0,0.0,0.142356
lcamap,2,11,65,25,50.0,2.0,0.0,0.024888
segdup,1,7,65,25,3850,123,775,112.737422
insider,1,7,65,25,3518.0,98.0,1068.0,15.639530
fastmultrec_greedy,1,7,65,25,3683.0,113.0,858.0,2.921420
lcamap,1,7,65,25,3850.0,123.0,775.0,0.046206
segdup,1,8,65,25,1287,49,62,77.053508
insider,1,8,65,25,1203.0,40.0,203.0,2.194610
fastmultrec_greedy,1,8,65,25,1287.0,49.0,62.0,0.228838
lcamap,1,8,65,25,1287.0,49.0,62.0,0.036849
segdup,1,9,65,25,255,10,5,55.388213
insider,1,9,65,25,255.0,10.0,5.0,0.187166
fastmultrec_greedy,1,9,65,25,255.0,10.0,5.0,0.188413
lcamap,1,9,65,25,255.0,10.0,5.0,0.031061
segdup,1,10,65,25,25,1,0,36.476224
insider,1,10,65,25,25.0,1.0,0.0,0.039891
fastmultrec_greedy,1,10,65,25,25.0,1.0,0.0,0.138395
lcamap,1,10,65,25,25.0,1.0,0.0,0.020897
segdup,1,11,65,25,25,1,0,79.500102
insider,1,11,65,25,25.0,1.0,0.0,0.072009
fastmultrec_greedy,1,11,65,25,25.0,1.0,0.0,0.282211
lcamap,1,11,65,25,25.0,1.0,0.0,0.045095
segdup,2,7,66,25,4974,151,1199,424.127988
insider,2,7,66,25,4491.0,117.0,1566.0,4.698317
fastmultrec_greedy,2,7,66,25,4735.0,135.0,1360.0,19.195064
lcamap,2,7,66,25,4974.0,151.0,1199.0,0.139912
segdup,2,8,66,25,2632,90,382,158.945707
insider,2,8,66,25,2422.0,71.0,647.0,32.669141
fastmultrec_greedy,2,8,66,25,2560.0,87.0,385.0,2.064117
lcamap,2,8,66,25,2642.0,91.0,367.0,0.074214
segdup,2,9,66,25,420,16,20,48.232838
insider,2,9,66,25,420.0,16.0,20.0,0.351493
fastmultrec_greedy,2,9,66,25,420.0,16.0,20.0,0.252516
lcamap,2,9,66,25,420.0,16.0,20.0,0.037509
segdup,2,10,66,25,103,4,3,79.124931
insider,2,10,66,25,103.0,4.0,3.0,0.109652
fastmultrec_greedy,2,10,66,25,103.0,4.0,3.0,0.364660
lcamap,2,10,66,25,103.0,4.0,3.0,0.057968
segdup,2,11,66,25,50,2,0,58.907382
insider,2,11,66,25,50.0,2.0,0.0,0.088971
fastmultrec_greedy,2,11,66,25,50.0,2.0,0.0,0.331148
lcamap,2,11,66,25,50.0,2.0,0.0,0.050087
segdup,1,7,66,25,5165,147,1490,142.887957
insider,1,7,66,25,4459.0,101.0,1934.0,2.245285
fastmultrec_greedy,1,7,66,25,4659.0,123.0,1584.0,7.729888
lcamap,1,7,66,25,5188.0,150.0,1438.0,0.043788
segdup,1,8,66,25,1947,73,122,67.442393
insider,1,8,66,25,1797.0,57.0,372.0,35.965982
fastmultrec_greedy,1,8,66,25,1947.0,73.0,122.0,0.378944
lcamap,1,8,66,25,1971.0,74.0,121.0,0.035017
segdup,1,9,66,25,79,3,4,39.721801
insider,1,9,66,25,79.0,3.0,4.0,0.040568
fastmultrec_greedy,1,9,66,25,79.0,3.0,4.0,0.128012
lcamap,1,9,66,25,79.0,3.0,4.0,0.020383
segdup,1,10,66,25,25,1,0,52.435859
insider,1,10,66,25,25.0,1.0,0.0,0.038675
fastmultrec_greedy,1,10,66,25,25.0,1.0,0.0,0.137390
lcamap,1,10,66,25,25.0,1.0,0.0,0.022408
segdup,1,11,66,25,25,1,0,36.008693
insider,1,11,66,25,25.0,1.0,0.0,0.038319
fastmultrec_greedy,1,11,66,25,25.0,1.0,0.0,0.151705
lcamap,1,11,66,25,25.0,1.0,0.0,0.020960
segdup,2,8,67,25,2873,105,248,184.495354
insider,2,8,67,25,2514.0,79.0,539.0,21.644052
fastmultrec_greedy,2,8,67,25,2755.0,99.0,280.0,4.238819
lcamap,2,8,67,25,2882.0,106.0,232.0,0.092170
segdup,2,9,67,25,519,20,19,115.789669
insider,2,9,67,25,519.0,20.0,19.0,2.332157
fastmultrec_greedy,2,9,67,25,519.0,20.0,19.0,0.407519
lcamap,2,9,67,25,519.0,20.0,19.0,0.069964
segdup,2,10,67,25,50,2,0,37.764546
insider,2,10,67,25,50.0,2.0,0.0,0.055627
fastmultrec_greedy,2,10,67,25,50.0,2.0,0.0,0.178529
lcamap,2,10,67,25,50.0,2.0,0.0,0.031563
segdup,2,11,67,25,51,2,1,47.466775
insider,2,11,67,25,51.0,2.0,1.0,0.071034
fastmultrec_greedy,2,11,67,25,51.0,2.0,1.0,0.239095
lcamap,2,11,67,25,51.0,2.0,1.0,0.039469
segdup,1,7,67,25,4378,138,928,105.142229
insider,1,7,67,25,3756.0,97.0,1331.0,2.319143
fastmultrec_greedy,1,7,67,25,3922.0,110.0,1172.0,7.200238
lcamap,1,7,67,25,4378.0,138.0,928.0,0.039694
segdup,1,8,67,25,2209,82,159,98.830287
insider,1,8,67,25,2033.0,67.0,358.0,29.269426
fastmultrec_greedy,1,8,67,25,2174.0,80.0,174.0,0.835767
lcamap,1,8,67,25,2209.0,82.0,159.0,0.058954
segdup,1,9,67,25,362,14,12,63.279805
insider,1,9,67,25,362.0,14.0,12.0,0.147661
fastmultrec_greedy,1,9,67,25,362.0,14.0,12.0,0.165611
lcamap,1,9,67,25,362.0,14.0,12.0,0.028080
segdup,1,10,67,25,51,2,1,102.321766
insider,1,10,67,25,51.0,2.0,1.0,0.094928
fastmultrec_greedy,1,10,67,25,51.0,2.0,1.0,0.366000
lcamap,1,10,67,25,51.0,2.0,1.0,0.063288
segdup,1,11,67,25,25,1,0,46.874408
insider,1,11,67,25,25.0,1.0,0.0,0.050211
fastmultrec_greedy,1,11,67,25,25.0,1.0,0.0,0.191788
lcamap,1,11,67,25,25.0,1.0,0.0,0.031231
segdup,2,8,68,25,2069,73,244,92.133538
insider,2,8,68,25,1897.0,58.0,447.0,3.071238
fastmultrec_greedy,2,8,68,25,2028.0,71.0,253.0,0.816314
lcamap,2,8,68,25,2069.0,73.0,244.0,0.046672
segdup,2,9,68,25,102,4,2,68.845830
insider,2,9,68,25,102.0,4.0,2.0,0.098302
fastmultrec_greedy,2,9,68,25,102.0,4.0,2.0,0.311924
lcamap,2,9,68,25,102.0,4.0,2.0,0.051925
segdup,2,10,68,25,157,6,7,113.069171
insider,2,10,68,25,157.0,6.0,7.0,0.166998
fastmultrec_greedy,2,10,68,25,157.0,6.0,7.0,0.543513
lcamap,2,10,68,25,157.0,6.0,7.0,0.091545
segdup,2,11,68,25,50,2,0,46.877652
insider,2,11,68,25,50.0,2.0,0.0,0.067730
fastmultrec_greedy,2,11,68,25,50.0,2.0,0.0,0.226575
lcamap,2,11,68,25,50.0,2.0,0.0,0.037298
segdup,1,7,68,25,7022,215,1647,137.936576
insider,1,7,68,25,6154.0,160.0,2154.0,21.664972
fastmultrec_greedy,1,7,68,25,6426.0,188.0,1726.0,8.228366
lcamap,1,7,68,25,7044.0,218.0,1594.0,0.053077
segdup,1,8,68,25,2169,78,219,74.974080
insider,1,8,68,25,2045.0,61.0,520.0,75.066143
fastmultrec_greedy,1,8,68,25,2130.0,75.0,255.0,0.910624
lcamap,1,8,68,25,2193.0,79.0,218.0,0.036408
segdup,1,9,68,25,227,9,2,69.581724
insider,1,9,68,25,208.0,8.0,8.0,0.052810
fastmultrec_greedy,1,9,68,25,227.0,9.0,2.0,0.141700
lcamap,1,9,68,25,227.0,9.0,2.0,0.024455
segdup,1,10,68,25,51,2,1,30.677756
insider,1,10,68,25,51.0,2.0,1.0,0.033435
fastmultrec_greedy,1,10,68,25,51.0,2.0,1.0,0.095973
lcamap,1,10,68,25,51.0,2.0,1.0,0.017075
segdup,1,11,68,25,25,1,0,82.111867
insider,1,11,68,25,25.0,1.0,0.0,0.078484
fastmultrec_greedy,1,11,68,25,25.0,1.0,0.0,0.326122
lcamap,1,11,68,25,25.0,1.0,0.0,0.048736
segdup,2,8,69,25,2149,77,224,141.369395
insider,2,8,69,25,2031.0,63.0,456.0,26.777636
fastmultrec_greedy,2,8,69,25,2149.0,77.0,224.0,0.477042
lcamap,2,8,69,25,2149.0,77.0,224.0,0.079768
segdup,2,9,69,25,811,31,36,123.070487
insider,2,9,69,25,783.0,28.0,83.0,12.699164
fastmultrec_greedy,2,9,69,25,811.0,31.0,36.0,0.440720
lcamap,2,9,69,25,811.0,31.0,36.0,0.072940
segdup,2,10,69,25,151,6,1,75.124620
insider,2,10,69,25,151.0,6.0,1.0,0.119906
fastmultrec_greedy,2,10,69,25,151.0,6.0,1.0,0.392242
lcamap,2,10,69,25,151.0,6.0,1.0,0.064063
segdup,2,11,69,25,50,2,0,118.499655
insider,2,11,69,25,50.0,2.0,0.0,0.147789
fastmultrec_greedy,2,11,69,25,50.0,2.0,0.0,0.614249
lcamap,2,11,69,25,50.0,2.0,0.0,0.094727
segdup,1,7,69,25,7038,180,2538,164.208611
insider,1,7,69,25,6221.0,126.0,3071.0,4.013801
fastmultrec_greedy,1,7,69,25,6416.0,147.0,2741.0,8.917286
lcamap,1,7,69,25,7063.0,182.0,2513.0,0.039967
segdup,1,8,69,25,1645,59,170,71.466079
insider,1,8,69,25,1527.0,48.0,327.0,3.265066
fastmultrec_greedy,1,8,69,25,1675.0,61.0,150.0,0.200456
lcamap,1,8,69,25,1675.0,61.0,150.0,0.031955
segdup,1,9,69,25,246,9,21,77.587358
insider,1,9,69,25,246.0,9.0,21.0,0.104171
fastmultrec_greedy,1,9,69,25,246.0,9.0,21.0,0.228809
lcamap,1,9,69,25,246.0,9.0,21.0,0.034802
segdup,1,10,69,25,25,1,0,37.820405
insider,1,10,69,25,25.0,1.0,0.0,0.038418
fastmultrec_greedy,1,10,69,25,25.0,1.0,0.0,0.121784
lcamap,1,10,69,25,25.0,1.0,0.0,0.020266
segdup,1,11,69,25,25,1,0,37.667400
insider,1,11,69,25,25.0,1.0,0.0,0.036270
fastmultrec_greedy,1,11,69,25,25.0,1.0,0.0,0.113631
lcamap,1,11,69,25,25.0,1.0,0.0,0.019980
segdup,2,7,70,25,3878,125,753,171.289630
insider,2,7,70,25,3531.0,103.0,956.0,9.040239
fastmultrec_greedy,2,7,70,25,3732.0,118.0,782.0,3.131933
lcamap,2,7,70,25,3878.0,125.0,753.0,0.075187
segdup,2,8,70,25,1137,42,87,86.228247
insider,2,8,70,25,1092.0,36.0,192.0,5.989431
fastmultrec_greedy,2,8,70,25,1137.0,42.0,87.0,0.360499
lcamap,2,8,70,25,1137.0,42.0,87.0,0.051313
segdup,2,9,70,25,439,17,14,72.910947
insider,2,9,70,25,439.0,17.0,14.0,0.710243
fastmultrec_greedy,2,9,70,25,439.0,17.0,14.0,0.438445
lcamap,2,9,70,25,439.0,17.0,14.0,0.060408
segdup,2,10,70,25,50,2,0,95.496483
insider,2,10,70,25,50.0,2.0,0.0,0.132067
fastmultrec_greedy,2,10,70,25,50.0,2.0,0.0,0.569262
lcamap,2,10,70,25,50.0,2.0,0.0,0.086001
segdup,2,11,70,25,50,2,0,60.164686
insider,2,11,70,25,50.0,2.0,0.0,0.077970
fastmultrec_greedy,2,11,70,25,50.0,2.0,0.0,0.311011
lcamap,2,11,70,25,50.0,2.0,0.0,0.047289
segdup,1,7,70,25,2712,97,287,99.035550
insider,1,7,70,25,2420.0,73.0,595.0,11.242194
fastmultrec_greedy,1,7,70,25,2652.0,94.0,302.0,1.139441
lcamap,1,7,70,25,2730.0,98.0,280.0,0.047164
segdup,1,8,70,25,180,7,5,30.388039
insider,1,8,70,25,180.0,7.0,5.0,0.046978
fastmultrec_greedy,1,8,70,25,180.0,7.0,5.0,0.120455
lcamap,1,8,70,25,180.0,7.0,5.0,0.017461
segdup,1,9,70,25,356,14,6,49.908211
insider,1,9,70,25,348.0,13.0,23.0,0.274494
fastmultrec_greedy,1,9,70,25,356.0,14.0,6.0,0.100062
lcamap,1,9,70,25,356.0,14.0,6.0,0.017856
segdup,1,10,70,25,26,1,1,70.657022
insider,1,10,70,25,26.0,1.0,1.0,0.069170
fastmultrec_greedy,1,10,70,25,26.0,1.0,1.0,0.273688
lcamap,1,10,70,25,26.0,1.0,1.0,0.043861
segdup,1,11,70,25,51,2,1,45.694909
insider,1,11,70,25,51.0,2.0,1.0,0.047418
fastmultrec_greedy,1,11,70,25,51.0,2.0,1.0,0.157722
lcamap,1,11,70,25,51.0,2.0,1.0,0.026768
segdup,2,7,71,25,6906,156,3006,229.836865
insider,2,7,71,25,6118.0,111.0,3343.0,0.749051
fastmultrec_greedy,2,7,71,25,6243.0,123.0,3168.0,9.617931
lcamap,2,7,71,25,6919.0,157.0,2994.0,0.052491
segdup,2,8,71,25,1488,55,113,140.039852
insider,2,8,71,25,1335.0,40.0,335.0,65.956896
fastmultrec_greedy,2,8,71,25,1444.0,53.0,119.0,1.919727
lcamap,2,8,71,25,1506.0,56.0,106.0,0.066451
segdup,2,9,71,25,1004,38,54,119.840642
insider,2,9,71,25,944.0,33.0,119.0,23.942698
fastmultrec_greedy,2,9,71,25,1004.0,38.0,54.0,0.465829
lcamap,2,9,71,25,1004.0,38.0,54.0,0.072567
segdup,2,10,71,25,52,2,2,53.593827
insider,2,10,71,25,52.0,2.0,2.0,0.075284
fastmultrec_greedy,2,10,71,25,52.0,2.0,2.0,0.258724
lcamap,2,10,71,25,52.0,2.0,2.0,0.040971
segdup,2,11,71,25,50,2,0,93.075617
insider,2,11,71,25,50.0,2.0,0.0,0.113452
fastmultrec_greedy,2,11,71,25,50.0,2.0,0.0,0.436216
